"title"	"auteur"	"pid"	"venue"	"volume"	"number"	"pages"	"year"	"key"	"type"	"doi"	"ee"	"url"
"A framework for superscalar microprocessor correctness statements."	"    Mark D. Aagaard    Byron Cook    Nancy A. Day    Robert B. Jones"	"    a/MarkAagaard    36/113    22/6670    49/2226"	"STTT"	"4"	"3"	"298-312"	"2003"	"journals/sttt/AagaardCDJ03"	"Journal Articles"	"10.1007/S10009-002-0087-0"	"https://doi.org/10.1007/s10009-002-0087-0"	"https://dblp.org/rec/journals/sttt/AagaardCDJ03"
"Verifying a Logic-Synthesis Algorithm and Implementation - A Case Study in Software Verification."	"    Mark D. Aagaard    Miriam Leeser"	"    a/MarkAagaard    l/MiriamLeeser"	"IEEE Trans. Software Eng."	"21"	"10"	"822-833"	"1995"	"journals/tse/AagaardL95"	"Journal Articles"	"10.1109/32.469458"	"https://doi.org/10.1109/32.469458"	"https://dblp.org/rec/journals/tse/AagaardL95"
"A Methodology for Efficient Hardware Verification."	"    Mark D. Aagaard    Miriam Leeser"	"    a/MarkAagaard    l/MiriamLeeser"	"Formal Methods in System Design"	"5"	"1/2"	"95-117"	"1994"	"journals/fmsd/AagaardL94"	"Journal Articles"	"10.1007/BF01384235"	"https://doi.org/10.1007/BF01384235"	"https://dblp.org/rec/journals/fmsd/AagaardL94"
"PBS - proven Boolean simplification."	"    Mark D. Aagaard    Miriam Leeser"	"    a/MarkAagaard    l/MiriamLeeser"	"IEEE Trans. on CAD of Integrated Circuits and Systems"	"13"	"4"	"459-470"	"1994"	"journals/tcad/AagaardL94"	"Journal Articles"	"10.1109/43.275356"	"https://doi.org/10.1109/43.275356"	"https://dblp.org/rec/journals/tcad/AagaardL94"
"High level synthesis and generating FPGAs with the BEDROC system."	"    Miriam Leeser    Richard Chapman    Mark D. Aagaard    Mark H. Linderman    Stephan Meier"	"    l/MiriamLeeser    c/RichardChapman    a/MarkAagaard    31/3723    85/1513"	"VLSI Signal Processing"	"6"	"2"	"191-214"	"1993"	"journals/vlsisp/LeeserCALM93"	"Journal Articles"	"10.1007/BF01607881"	"https://doi.org/10.1007/BF01607881"	"https://dblp.org/rec/journals/vlsisp/LeeserCALM93"
"Remote Real-Time Ultrasound Supervision via Commercially Available and Low-Cost Tele-Ultrasound - a Mixed Methods Study of the Practical Feasibility and Users&apos; Acceptability in an Emergency Department."	"    Stig Holm Jensen    Iben Duvald    Rasmus Aagaard    Stine Catharina Primdahl    Poul Petersen    Hans Kirkegaard    Jesper Weile"	"    248/6997    248/6973    248/7033    248/7021    194/7302    248/7067    248/7054"	"J. Digital Imaging"	"32"	"5"	"841-848"	"2019"	"journals/jdi/JensenDAPPKW19"	"Journal Articles"	"10.1007/S10278-018-0157-9"	"https://doi.org/10.1007/s10278-018-0157-9"	"https://dblp.org/rec/journals/jdi/JensenDAPPKW19"
"Microblogging in a Classroom - Classifying Students&apos; Relevant and Irrelevant Questions in a Microblogging-Supported Classroom."	"    Suleyman Cetintas    Luo Si    Hans Aagard    Kyle Bowen    Mariheida Cordova-Sanchez"	"    84/315    14/1217    88/8170    87/8171    62/10646"	"TLT"	"4"	"4"	"292-300"	"2011"	"journals/tlt/CetintasSABC11"	"Journal Articles"	"10.1109/TLT.2011.14"	"https://doi.org/10.1109/TLT.2011.14"	"https://dblp.org/rec/journals/tlt/CetintasSABC11"
"Infill Optimization for Additive Manufacturing - Approaching Bone-Like Porous Structures."	"    Jun Wu 0005    Niels Aage    Rüdiger Westermann    Ole Sigmund"	"    20/3894-5    154/2604    w/RudigerWestermann    154/2662"	"IEEE Trans. Vis. Comput. Graph."	"24"	"2"	"1127-1140"	"2018"	"journals/tvcg/WuAWS18"	"Journal Articles"	"10.1109/TVCG.2017.2655523"	"https://doi.org/10.1109/TVCG.2017.2655523"	"https://dblp.org/rec/journals/tvcg/WuAWS18"
"Infill Optimization for Additive Manufacturing - Approaching Bone-Like Porous Structures."	"    Jun Wu 0005    Niels Aage    Rüdiger Westermann    Ole Sigmund"	"    20/3894-5    154/2604    w/RudigerWestermann    154/2662"	"IEEE Trans. Vis. Comput. Graph."	"24"	"2"	"1127-1140"	"2018"	"journals/tvcg/WuAWS18"	"Journal Articles"	"10.1109/TVCG.2017.2655523"	"https://doi.org/10.1109/TVCG.2017.2655523"	"https://dblp.org/rec/journals/tvcg/WuAWS18"
"Combined shape and topology optimization of 3D structures."	"    Asger Nyman Christiansen    Jakob Andreas Bærentzen    Morten Nobel-Jørgensen    Niels Aage    Ole Sigmund"	"    127/1876    40/3083    142/1867    154/2604    154/2662"	"Comput. Graph."	"46"	"/"	"25-35"	"2015"	"journals/cg/ChristiansenBNAS15"	"Journal Articles"	"10.1016/J.CAG.2014.09.021"	"https://doi.org/10.1016/j.cag.2014.09.021"	"https://dblp.org/rec/journals/cg/ChristiansenBNAS15"
"Assessing the Usefulness of Testing for Validating and Correcting Security Risk Models Based on Two Industrial Case Studies."	"    Gencer Erdogan    Fredrik Seehusen    Ketil Stølen    Jon Hofstad    Jan Øyvind Aagedal"	"    02/7950    20/3951    58/1759    174/6147    48/1767"	"IJSSE"	"6"	"2"	"90-112"	"2015"	"journals/ijsse/ErdoganSSHA15"	"Journal Articles"	"10.4018/IJSSE.2015040105"	"https://doi.org/10.4018/IJSSE.2015040105"	"https://dblp.org/rec/journals/ijsse/ErdoganSSHA15"
"Developing Distributed Services Using an Aspect Oriented Model Driven Framework."	"    Arnor Solberg    Devon M. Simmonds    Raghu Reddy    Robert B. France    Sudipto Ghosh    Jan Øyvind Aagedal"	"    46/2753    75/1631    r/RaghuReddy    f/RBFrance    g/SudiptoGhosh    48/1767"	"Int. J. Cooperative Inf. Syst."	"15"	"4"	"535-564"	"2006"	"journals/ijcis/SolbergSRFGA06"	"Journal Articles"	"10.1142/S0218843006001487"	"https://doi.org/10.1142/S0218843006001487"	"https://dblp.org/rec/journals/ijcis/SolbergSRFGA06"
"The adaptation of the harmony search algorithm to the ATSP with the evaluation of the influence of the pitch adjustment place on the quality of results."	"    Urszula Boryczka    Krzysztof Szwarc"	"    14/6347    205/9244"	"J. Information Telecommunication"	"3"	"1"	"2-18"	"2019"	"journals/jiat/BoryczkaS19"	"Journal Articles"	"10.1080/24751839.2018.1503149"	"https://doi.org/10.1080/24751839.2018.1503149"	"https://dblp.org/rec/journals/jiat/BoryczkaS19"
"A context-aware framework for dynamic composition of process fragments in the internet of services."	"    Antonio Bucchiarone    Annapaola Marconi    Marco Pistore    Heorhi Raik"	"    78/616    84/4043    01/649    42/7526"	"J. Internet Services and Applications"	"8"	"1"	"6:1-6:23"	"2017"	"journals/jisa/BucchiaroneMPR17"	"Journal Articles"	"10.1186/S13174-017-0057-0"	"https://doi.org/10.1186/s13174-017-0057-0"	"https://dblp.org/rec/journals/jisa/BucchiaroneMPR17"
"Service delivery in transformational government - model and scenarios."	"    Gustav Aagesen    John Krogstie"	"    53/9191    k/JohnKrogstie"	"EG"	"8"	"2/3"	"242-258"	"2011"	"journals/eg/AagesenK11"	"Journal Articles"	"10.1504/EG.2011.039839"	"https://doi.org/10.1504/EG.2011.039839"	"https://dblp.org/rec/journals/eg/AagesenK11"
